complaint_id,category,department,priority,district,urban,submission_date,day_of_week,officer_experience,workload_at_submission,complaint_length,resubmission,sla_threshold_days,resolution_days,sla_violated,escalated,status,risk_score
KL2024-02664,Sanitation,Municipality,Medium,Thrissur,1,2024-09-28,5,9,60,100,0,10,11,1,0,Resolved,41
KL2024-02665,Social Security,Social Welfare,Low,Thrissur,0,2022-11-21,0,2,12,519,0,15,18,1,1,Closed,39
KL2024-02666,Sanitation,Municipality,Medium,Ernakulam,1,2022-08-15,0,10,23,340,0,10,11,1,0,Resolved,26
KL2024-02667,Social Security,Social Welfare,Low,Kannur,1,2022-01-29,5,16,72,116,1,15,19,1,1,Closed,54
KL2024-02668,Public Works,PWD,Low,Kottayam,1,2023-04-05,2,15,30,754,0,15,18,1,1,Closed,44
KL2024-02669,Water Supply,Kerala Water Authority,High,Ernakulam,1,2023-07-07,4,6,66,275,0,5,4,0,0,Resolved,50
KL2024-02670,Water Supply,Kerala Water Authority,Medium,Pathanamthitta,1,2022-02-05,5,8,67,443,0,10,15,1,0,Resolved,45
KL2024-02671,Healthcare,Health Department,High,Kollam,1,2023-07-03,0,12,71,310,0,5,2,0,0,Resolved,43
KL2024-02672,Education,Education Department,Medium,Kottayam,0,2024-11-23,5,10,56,70,0,10,13,1,0,Resolved,42
KL2024-02673,Education,Education Department,Low,Alappuzha,0,2023-08-03,3,9,36,734,0,15,15,0,0,Resolved,36
KL2024-02674,Healthcare,Health Department,Medium,Kozhikode,0,2024-10-14,0,17,5,202,1,10,4,0,0,Resolved,19
KL2024-02675,Housing,Housing Board,High,Idukki,1,2024-05-09,3,19,48,51,0,5,7,1,1,Closed,45
KL2024-02676,Healthcare,Health Department,Medium,Kollam,1,2023-09-20,2,14,37,762,0,10,7,0,0,Resolved,25
KL2024-02677,Revenue,Revenue Department,Low,Malappuram,0,2023-02-13,0,13,77,627,0,15,21,1,1,Closed,53
KL2024-02678,Social Security,Social Welfare,Medium,Thrissur,1,2023-02-06,0,8,46,96,1,10,14,1,1,Closed,54
KL2024-02679,Public Works,PWD,Medium,Thrissur,1,2023-05-09,1,18,47,554,1,10,12,1,0,Resolved,57
KL2024-02680,Housing,Housing Board,Medium,Wayanad,0,2022-06-06,0,4,77,190,0,10,24,1,0,Resolved,72
KL2024-02681,Housing,Housing Board,Medium,Alappuzha,1,2024-08-14,2,14,73,124,1,10,16,1,0,Resolved,68
KL2024-02682,Water Supply,Kerala Water Authority,High,Wayanad,1,2022-10-05,2,8,32,273,0,5,4,0,0,Resolved,35
KL2024-02683,Public Works,PWD,Low,Kollam,1,2022-03-16,2,9,6,651,0,15,18,1,1,Closed,43
KL2024-02684,Revenue,Revenue Department,Medium,Kozhikode,1,2024-07-10,2,7,16,398,1,10,11,1,1,Closed,48
KL2024-02685,Education,Education Department,Low,Kollam,1,2023-05-28,6,20,73,694,0,15,16,1,1,Closed,36
KL2024-02686,Sanitation,Municipality,Low,Thiruvananthapuram,1,2024-09-01,6,9,74,221,0,15,16,1,1,Closed,47
KL2024-02687,Housing,Housing Board,Low,Kasaragod,0,2024-09-29,6,7,57,388,1,15,33,1,0,Resolved,71
KL2024-02688,Sanitation,Municipality,Low,Malappuram,1,2023-07-23,6,1,59,763,0,15,20,1,0,Resolved,51
KL2024-02689,Public Works,PWD,Medium,Kannur,1,2024-07-15,0,18,26,77,1,10,14,1,1,Closed,49
KL2024-02690,Housing,Housing Board,Medium,Kozhikode,0,2023-07-18,1,7,27,210,0,10,10,0,0,Resolved,49
KL2024-02691,Sanitation,Municipality,Medium,Wayanad,1,2022-04-03,6,6,30,264,0,10,12,1,0,Resolved,34
KL2024-02692,Revenue,Revenue Department,Low,Thrissur,1,2022-05-06,4,15,33,683,0,15,14,0,0,Resolved,34
KL2024-02693,Healthcare,Health Department,Medium,Thiruvananthapuram,0,2022-08-30,1,7,51,692,0,10,7,0,0,Resolved,39
KL2024-02694,Revenue,Revenue Department,Critical,Kasaragod,1,2024-06-03,0,5,13,212,0,2,1,0,0,Resolved,47
KL2024-02695,Water Supply,Kerala Water Authority,Medium,Ernakulam,1,2022-01-16,6,6,52,85,0,10,11,1,1,Closed,42
KL2024-02696,Social Security,Social Welfare,Medium,Kollam,1,2022-06-23,3,6,32,124,0,10,10,0,0,Resolved,42
KL2024-02697,Healthcare,Health Department,High,Ernakulam,1,2022-08-11,3,14,34,766,0,5,1,0,0,Resolved,27
KL2024-02698,Healthcare,Health Department,Low,Kottayam,1,2024-12-01,6,18,72,655,0,15,15,0,0,Resolved,33
KL2024-02699,Public Works,PWD,Medium,Thrissur,0,2022-11-19,5,20,73,726,0,10,14,1,1,Closed,54
KL2024-02700,Water Supply,Kerala Water Authority,High,Ernakulam,1,2022-12-19,0,20,61,335,0,5,2,0,0,Resolved,31
KL2024-02701,Public Works,PWD,Medium,Kottayam,1,2023-03-15,2,1,30,465,0,10,18,1,0,Resolved,62
KL2024-02702,Water Supply,Kerala Water Authority,High,Kollam,1,2022-08-25,3,5,11,285,1,5,3,0,0,Resolved,41
KL2024-02703,Education,Education Department,Medium,Palakkad,1,2024-09-08,6,13,79,779,0,10,13,1,1,Closed,47
KL2024-02704,Healthcare,Health Department,Medium,Thiruvananthapuram,0,2024-11-26,1,6,73,287,0,10,12,1,1,Closed,48
KL2024-02705,Sanitation,Municipality,Medium,Thiruvananthapuram,1,2024-11-07,3,20,74,125,1,10,10,0,0,Resolved,43
KL2024-02706,Sanitation,Municipality,Medium,Palakkad,1,2022-06-21,1,11,72,600,0,10,12,1,0,Resolved,43
KL2024-02707,Revenue,Revenue Department,High,Idukki,0,2022-10-06,3,6,10,487,1,5,6,1,1,Closed,50
KL2024-02708,Sanitation,Municipality,Low,Pathanamthitta,0,2023-03-28,1,3,71,201,1,15,25,1,1,Closed,63
KL2024-02709,Education,Education Department,High,Ernakulam,0,2022-06-14,1,11,63,218,0,5,4,0,0,Resolved,47
KL2024-02710,Revenue,Revenue Department,High,Kasaragod,0,2023-11-23,3,1,9,61,0,5,6,1,1,Closed,46
KL2024-02711,Housing,Housing Board,Low,Kasaragod,1,2022-03-04,4,3,46,218,0,15,29,1,1,Closed,61
KL2024-02712,Education,Education Department,Critical,Kollam,1,2023-01-25,2,16,17,499,0,2,1,0,0,Resolved,28
KL2024-02713,Public Works,PWD,Low,Thiruvananthapuram,1,2022-02-22,1,5,50,370,0,15,31,1,1,Closed,64
KL2024-02714,Education,Education Department,Medium,Kannur,0,2024-10-29,1,10,42,317,0,10,13,1,0,Resolved,37
KL2024-02715,Healthcare,Health Department,High,Malappuram,1,2024-09-03,1,10,67,584,0,5,4,0,0,Resolved,44
KL2024-02716,Education,Education Department,Low,Pathanamthitta,1,2022-12-26,0,10,69,686,1,15,21,1,1,Closed,57
KL2024-02717,Public Works,PWD,Medium,Ernakulam,0,2024-08-18,6,2,69,495,0,10,22,1,1,Closed,75
KL2024-02718,Housing,Housing Board,High,Malappuram,1,2022-04-11,0,1,38,301,1,5,14,1,1,Closed,74
KL2024-02719,Public Works,PWD,Medium,Kollam,0,2024-01-11,3,17,40,592,0,10,13,1,0,Resolved,45
KL2024-02720,Social Security,Social Welfare,Low,Malappuram,1,2022-09-09,4,8,57,202,0,15,20,1,1,Closed,49
KL2024-02721,Sanitation,Municipality,Low,Idukki,0,2024-01-27,5,2,51,367,0,15,20,1,1,Closed,47
KL2024-02722,Social Security,Social Welfare,Low,Wayanad,0,2022-03-27,6,18,10,690,0,15,8,0,0,Resolved,18
KL2024-02723,Water Supply,Kerala Water Authority,Low,Thiruvananthapuram,1,2024-04-12,4,7,35,470,0,15,10,0,0,Resolved,34
KL2024-02724,Water Supply,Kerala Water Authority,Medium,Malappuram,1,2023-12-29,4,1,72,239,1,10,16,1,0,Resolved,66
KL2024-02725,Housing,Housing Board,High,Kottayam,0,2022-04-07,3,4,55,308,1,5,14,1,1,Closed,77
KL2024-02726,Education,Education Department,Medium,Palakkad,0,2024-12-19,3,1,38,690,0,10,10,0,0,Resolved,47
KL2024-02727,Revenue,Revenue Department,Critical,Kasaragod,0,2022-12-30,4,18,65,560,1,2,1,0,0,Resolved,61
KL2024-02728,Sanitation,Municipality,Low,Palakkad,0,2023-02-02,3,13,29,591,0,15,13,0,0,Resolved,25
KL2024-02729,Education,Education Department,Low,Ernakulam,0,2023-07-03,0,8,24,739,1,15,14,0,0,Resolved,43
KL2024-02730,Education,Education Department,Low,Pathanamthitta,1,2024-03-30,5,20,42,793,1,15,13,0,0,Resolved,34
KL2024-02731,Healthcare,Health Department,Critical,Palakkad,0,2023-09-22,4,14,43,212,1,2,4,1,0,Resolved,45
KL2024-02732,Social Security,Social Welfare,Critical,Kannur,1,2022-09-25,6,12,72,491,0,2,2,0,0,Resolved,57
KL2024-02733,Sanitation,Municipality,High,Kollam,1,2023-09-27,2,9,15,523,0,5,5,0,0,Resolved,27
KL2024-02734,Housing,Housing Board,Low,Kasaragod,0,2024-03-10,6,10,54,210,0,15,27,1,1,Closed,56
KL2024-02735,Public Works,PWD,Low,Kannur,0,2023-08-19,5,2,28,462,1,15,28,1,1,Closed,70
KL2024-02736,Public Works,PWD,Medium,Idukki,0,2023-01-18,2,10,29,796,0,10,12,1,0,Resolved,50
KL2024-02737,Education,Education Department,Low,Thrissur,1,2024-02-12,0,10,57,336,0,15,16,1,1,Closed,43
KL2024-02738,Housing,Housing Board,High,Kannur,1,2023-04-08,5,4,52,297,0,5,10,1,1,Closed,65
KL2024-02739,Healthcare,Health Department,Low,Kasaragod,1,2023-07-19,2,11,22,526,0,15,11,0,0,Resolved,23
KL2024-02740,Housing,Housing Board,Medium,Kozhikode,1,2023-11-28,1,2,42,753,0,10,19,1,1,Closed,61
KL2024-02741,Revenue,Revenue Department,Critical,Alappuzha,0,2023-02-24,4,7,31,413,0,2,1,0,0,Resolved,52
KL2024-02742,Sanitation,Municipality,Medium,Kasaragod,1,2024-12-13,4,9,80,372,0,10,12,1,1,Closed,49
KL2024-02743,Education,Education Department,Critical,Ernakulam,0,2023-03-31,4,5,18,142,1,2,5,1,0,Resolved,52
KL2024-02744,Water Supply,Kerala Water Authority,Low,Palakkad,0,2024-08-13,1,4,74,99,0,15,21,1,1,Closed,53
KL2024-02745,Sanitation,Municipality,Low,Alappuzha,0,2022-07-07,3,7,68,271,0,15,16,1,0,Resolved,47
KL2024-02746,Public Works,PWD,Medium,Alappuzha,1,2022-03-22,1,14,9,790,0,10,12,1,0,Resolved,37
KL2024-02747,Education,Education Department,Medium,Kannur,1,2024-10-31,3,16,46,448,0,10,6,0,0,Resolved,31
KL2024-02748,Education,Education Department,High,Thrissur,0,2024-10-22,1,14,75,787,0,5,4,0,0,Resolved,47
KL2024-02749,Housing,Housing Board,High,Thiruvananthapuram,0,2023-01-14,5,7,8,80,0,5,1,0,0,Resolved,45
KL2024-02750,Education,Education Department,High,Idukki,1,2024-04-29,0,4,75,180,0,5,5,0,0,Resolved,60
KL2024-02751,Housing,Housing Board,High,Alappuzha,0,2024-02-12,0,11,65,702,0,5,4,0,0,Resolved,62
KL2024-02752,Water Supply,Kerala Water Authority,Critical,Kottayam,0,2023-08-04,4,20,20,792,1,2,1,0,0,Resolved,31
KL2024-02753,Social Security,Social Welfare,Low,Thiruvananthapuram,0,2023-03-14,1,13,52,674,0,15,17,1,1,Closed,40
KL2024-02754,Healthcare,Health Department,High,Thiruvananthapuram,0,2022-06-06,0,10,14,176,0,5,1,0,0,Resolved,24
KL2024-02755,Revenue,Revenue Department,Medium,Kollam,1,2023-08-22,1,8,34,456,0,10,16,1,1,Closed,44
KL2024-02756,Public Works,PWD,Low,Kasaragod,0,2022-02-24,3,19,22,467,0,15,14,0,0,Resolved,36
KL2024-02757,Sanitation,Municipality,Medium,Pathanamthitta,0,2022-11-19,5,7,69,201,0,10,12,1,0,Resolved,47
KL2024-02758,Water Supply,Kerala Water Authority,Low,Kottayam,0,2023-11-18,5,11,58,128,1,15,17,1,0,Resolved,48
KL2024-02759,Housing,Housing Board,Low,Wayanad,1,2023-08-26,5,5,71,598,0,15,30,1,1,Closed,68
KL2024-02760,Housing,Housing Board,Medium,Kasaragod,1,2024-01-22,0,1,48,293,0,10,22,1,1,Closed,65
KL2024-02761,Social Security,Social Welfare,Medium,Ernakulam,1,2024-06-10,0,2,71,760,1,10,16,1,0,Resolved,71
KL2024-02762,Healthcare,Health Department,Medium,Ernakulam,0,2022-02-06,6,2,29,106,1,10,16,1,1,Closed,47
KL2024-02763,Sanitation,Municipality,Critical,Idukki,1,2024-03-10,6,13,16,77,0,2,1,0,0,Resolved,28
KL2024-02764,Social Security,Social Welfare,Medium,Pathanamthitta,0,2024-07-22,0,3,46,267,0,10,15,1,0,Resolved,51
KL2024-02765,Healthcare,Health Department,Low,Kannur,0,2023-03-24,4,9,48,414,0,15,15,0,0,Resolved,35
KL2024-02766,Housing,Housing Board,Low,Kasaragod,0,2024-05-30,3,17,75,237,0,15,19,1,1,Closed,55
KL2024-02767,Education,Education Department,Critical,Thrissur,0,2024-09-20,4,14,76,709,1,2,2,0,0,Resolved,63
KL2024-02768,Healthcare,Health Department,Medium,Malappuram,0,2023-03-08,2,17,38,347,0,10,5,0,0,Resolved,21
KL2024-02769,Housing,Housing Board,High,Kollam,1,2023-05-11,3,10,75,55,0,5,7,1,1,Closed,67
KL2024-02770,Water Supply,Kerala Water Authority,High,Kannur,0,2023-02-02,3,11,43,293,1,5,10,1,1,Closed,45
KL2024-02771,Healthcare,Health Department,Medium,Ernakulam,0,2022-04-05,1,7,34,710,1,10,10,0,0,Resolved,42
KL2024-02772,Public Works,PWD,High,Malappuram,1,2022-09-12,0,2,18,733,0,5,7,1,1,Closed,59
KL2024-02773,Housing,Housing Board,Medium,Malappuram,1,2022-04-08,4,17,52,628,0,10,11,1,1,Closed,46
KL2024-02774,Education,Education Department,Low,Kannur,1,2023-08-16,2,10,78,236,0,15,20,1,1,Closed,50
KL2024-02775,Water Supply,Kerala Water Authority,High,Kottayam,1,2022-12-06,1,13,78,688,0,5,4,0,0,Resolved,46
KL2024-02776,Social Security,Social Welfare,Critical,Kannur,1,2024-02-09,4,10,75,707,0,2,4,1,1,Closed,61
KL2024-02777,Water Supply,Kerala Water Authority,High,Kollam,1,2024-12-05,3,10,23,598,0,5,4,0,0,Resolved,29
KL2024-02778,Public Works,PWD,Medium,Malappuram,1,2024-02-26,0,19,36,200,0,10,8,0,0,Resolved,41
KL2024-02779,Public Works,PWD,Critical,Malappuram,1,2022-07-30,5,10,7,562,0,2,3,1,1,Closed,50
KL2024-02780,Sanitation,Municipality,Medium,Pathanamthitta,0,2023-01-25,2,4,28,278,1,10,11,1,0,Resolved,46
KL2024-02781,Healthcare,Health Department,Medium,Kannur,1,2024-05-30,3,13,77,623,0,10,13,1,1,Closed,41
KL2024-02782,Housing,Housing Board,High,Ernakulam,0,2022-02-17,3,18,65,208,0,5,4,0,0,Resolved,53
KL2024-02783,Social Security,Social Welfare,Low,Kozhikode,1,2022-08-30,1,15,58,81,0,15,15,0,0,Resolved,40
KL2024-02784,Water Supply,Kerala Water Authority,Low,Pathanamthitta,0,2023-03-19,6,10,76,791,0,15,17,1,0,Resolved,46
KL2024-02785,Sanitation,Municipality,Medium,Idukki,0,2024-01-11,3,8,71,191,0,10,8,0,0,Resolved,47
KL2024-02786,Housing,Housing Board,Low,Kasaragod,1,2023-08-07,0,1,49,467,0,15,30,1,1,Closed,65
KL2024-02787,Education,Education Department,Medium,Pathanamthitta,0,2024-06-08,5,11,8,612,0,10,12,1,1,Closed,23
KL2024-02788,Healthcare,Health Department,High,Ernakulam,1,2024-01-05,4,18,23,494,0,5,1,0,0,Resolved,17
KL2024-02789,Revenue,Revenue Department,Medium,Kollam,1,2024-02-23,4,19,53,402,0,10,7,0,0,Resolved,37
KL2024-02790,Social Security,Social Welfare,Critical,Kozhikode,1,2022-05-30,0,7,6,625,1,2,4,1,1,Closed,49
KL2024-02791,Social Security,Social Welfare,High,Kollam,0,2022-10-26,2,7,72,371,1,5,9,1,1,Closed,68
KL2024-02792,Education,Education Department,Low,Kottayam,1,2023-01-29,6,9,56,604,0,15,19,1,0,Resolved,43
KL2024-02793,Revenue,Revenue Department,Low,Kasaragod,0,2024-11-08,4,9,10,80,1,15,16,1,1,Closed,43
KL2024-02794,Healthcare,Health Department,Low,Thrissur,1,2023-04-04,1,1,5,733,0,15,12,0,0,Resolved,29
KL2024-02795,Social Security,Social Welfare,Low,Malappuram,0,2024-03-11,0,13,13,106,0,15,13,0,0,Resolved,26
KL2024-02796,Education,Education Department,Medium,Kasaragod,1,2024-03-03,6,17,30,126,0,10,7,0,0,Resolved,24
KL2024-02797,Education,Education Department,Low,Kozhikode,0,2023-01-31,1,20,47,76,0,15,10,0,0,Resolved,26
KL2024-02798,Housing,Housing Board,Low,Kollam,1,2024-02-08,3,17,12,676,0,15,15,0,0,Resolved,31
KL2024-02799,Revenue,Revenue Department,Critical,Kollam,0,2023-08-24,3,20,14,379,0,2,3,1,0,Resolved,29
KL2024-02800,Social Security,Social Welfare,High,Kannur,1,2022-12-29,3,17,30,646,0,5,5,0,0,Resolved,30
KL2024-02801,Water Supply,Kerala Water Authority,Medium,Kozhikode,1,2024-04-22,0,5,11,797,1,10,9,0,0,Resolved,38
KL2024-02802,Public Works,PWD,Low,Alappuzha,1,2023-07-28,4,9,7,557,0,15,20,1,1,Closed,43
KL2024-02803,Revenue,Revenue Department,High,Ernakulam,0,2022-11-29,1,2,62,193,0,5,8,1,1,Closed,65
KL2024-02804,Social Security,Social Welfare,Medium,Kozhikode,1,2022-09-24,5,20,22,402,0,10,8,0,0,Resolved,20
KL2024-02805,Housing,Housing Board,Low,Palakkad,0,2022-07-08,4,16,65,443,1,15,22,1,1,Closed,62
KL2024-02806,Healthcare,Health Department,Low,Malappuram,0,2022-05-17,1,9,7,456,0,15,12,0,0,Resolved,20
KL2024-02807,Revenue,Revenue Department,Medium,Kollam,0,2023-02-04,5,7,30,514,0,10,10,0,0,Resolved,43
KL2024-02808,Sanitation,Municipality,Low,Kollam,1,2022-09-29,3,11,50,782,0,15,15,0,0,Resolved,35
KL2024-02809,Healthcare,Health Department,Low,Alappuzha,1,2023-12-08,4,13,18,528,0,15,10,0,0,Resolved,19
KL2024-02810,Education,Education Department,Medium,Thrissur,0,2022-01-22,5,7,26,744,0,10,11,1,0,Resolved,35
KL2024-02811,Healthcare,Health Department,Low,Thiruvananthapuram,1,2024-02-17,5,4,33,482,0,15,16,1,0,Resolved,36
KL2024-02812,Public Works,PWD,High,Pathanamthitta,1,2024-08-15,3,16,74,637,0,5,9,1,1,Closed,62
KL2024-02813,Social Security,Social Welfare,Critical,Kollam,1,2023-01-25,2,7,62,126,0,2,2,0,0,Resolved,60
KL2024-02814,Revenue,Revenue Department,Medium,Kottayam,1,2023-06-26,0,19,11,793,0,10,7,0,0,Resolved,21
KL2024-02815,Healthcare,Health Department,Low,Kasaragod,0,2023-10-24,1,2,23,455,0,15,17,1,0,Resolved,34
KL2024-02816,Housing,Housing Board,Critical,Kasaragod,0,2022-07-13,2,14,40,341,0,2,3,1,1,Closed,53
KL2024-02817,Sanitation,Municipality,High,Thrissur,0,2023-02-24,4,9,18,457,0,5,4,0,0,Resolved,29
KL2024-02818,Water Supply,Kerala Water Authority,Medium,Palakkad,1,2022-08-10,2,5,64,561,0,10,8,0,0,Resolved,48
KL2024-02819,Healthcare,Health Department,High,Pathanamthitta,0,2022-06-03,4,1,25,704,0,5,5,0,0,Resolved,39
KL2024-02820,Education,Education Department,Low,Thrissur,0,2023-01-09,0,4,29,317,0,15,19,1,1,Closed,40
KL2024-02821,Social Security,Social Welfare,High,Pathanamthitta,1,2023-11-28,1,16,61,289,0,5,4,0,0,Resolved,43
KL2024-02822,Social Security,Social Welfare,Critical,Kasaragod,0,2023-04-20,3,18,36,167,1,2,1,0,0,Resolved,46
KL2024-02823,Healthcare,Health Department,Low,Palakkad,1,2023-10-15,6,14,8,396,0,15,11,0,0,Resolved,14
KL2024-02824,Sanitation,Municipality,Medium,Malappuram,0,2024-07-09,1,1,68,769,1,10,17,1,1,Closed,64
KL2024-02825,Social Security,Social Welfare,Low,Ernakulam,1,2022-09-01,3,15,66,766,0,15,17,1,0,Resolved,43
KL2024-02826,Water Supply,Kerala Water Authority,Medium,Alappuzha,0,2024-04-09,1,17,23,65,1,10,10,0,0,Resolved,27
KL2024-02827,Public Works,PWD,Medium,Kannur,1,2022-01-05,2,13,74,197,1,10,18,1,0,Resolved,73
KL2024-02828,Healthcare,Health Department,Medium,Pathanamthitta,1,2023-04-04,1,12,46,740,0,10,4,0,0,Resolved,31
KL2024-02829,Healthcare,Health Department,Medium,Kollam,0,2024-03-16,5,12,6,393,1,10,7,0,0,Resolved,26
KL2024-02830,Water Supply,Kerala Water Authority,High,Kollam,1,2023-06-27,1,13,77,203,0,5,5,0,0,Resolved,46
KL2024-02831,Education,Education Department,Low,Palakkad,0,2022-12-23,4,3,78,192,0,15,26,1,0,Resolved,59
KL2024-02832,Social Security,Social Welfare,Medium,Thrissur,1,2022-03-22,1,18,80,597,0,10,8,0,0,Resolved,45
KL2024-02833,Revenue,Revenue Department,Low,Alappuzha,0,2024-05-30,3,20,74,345,0,15,16,1,1,Closed,44
KL2024-02834,Housing,Housing Board,Low,Pathanamthitta,1,2022-09-17,5,2,47,84,0,15,32,1,1,Closed,63
KL2024-02835,Sanitation,Municipality,High,Kozhikode,0,2024-06-06,3,20,37,569,0,5,1,0,0,Resolved,22
KL2024-02836,Revenue,Revenue Department,High,Kozhikode,0,2022-09-24,5,10,48,674,0,5,9,1,1,Closed,49
KL2024-02837,Education,Education Department,Medium,Kozhikode,0,2022-06-22,2,10,49,512,0,10,9,0,0,Resolved,40
KL2024-02838,Water Supply,Kerala Water Authority,High,Kannur,0,2022-03-15,1,15,16,415,1,5,6,1,1,Closed,30
KL2024-02839,Sanitation,Municipality,Medium,Palakkad,1,2024-04-02,1,15,54,539,1,10,8,0,0,Resolved,42
KL2024-02840,Sanitation,Municipality,Medium,Palakkad,1,2023-01-18,2,1,62,331,0,10,16,1,1,Closed,52
KL2024-02841,Education,Education Department,Medium,Malappuram,0,2022-05-11,2,15,68,675,1,10,16,1,1,Closed,50
KL2024-02842,Social Security,Social Welfare,Low,Palakkad,0,2022-11-04,4,20,78,496,0,15,13,0,0,Resolved,41
KL2024-02843,Water Supply,Kerala Water Authority,Low,Wayanad,1,2022-11-12,5,5,45,578,0,15,16,1,1,Closed,41
KL2024-02844,Water Supply,Kerala Water Authority,High,Wayanad,1,2022-03-20,6,18,45,747,0,5,5,0,0,Resolved,27
KL2024-02845,Housing,Housing Board,Medium,Ernakulam,1,2023-01-17,1,8,52,103,0,10,16,1,1,Closed,57
KL2024-02846,Housing,Housing Board,Low,Kozhikode,0,2024-01-09,1,13,53,795,0,15,21,1,1,Closed,52
KL2024-02847,Water Supply,Kerala Water Authority,Medium,Malappuram,0,2022-03-20,6,1,20,221,0,10,13,1,0,Resolved,36
KL2024-02848,Healthcare,Health Department,Low,Kannur,0,2023-12-03,6,12,39,307,0,15,16,1,0,Resolved,28
KL2024-02849,Social Security,Social Welfare,Medium,Thrissur,0,2024-03-18,0,7,22,411,0,10,12,1,1,Closed,37
KL2024-02850,Revenue,Revenue Department,Low,Pathanamthitta,1,2023-05-21,6,5,73,639,0,15,32,1,1,Closed,62
KL2024-02851,Social Security,Social Welfare,High,Kasaragod,1,2023-04-01,5,7,74,636,0,5,6,1,1,Closed,59
KL2024-02852,Public Works,PWD,High,Ernakulam,1,2022-12-03,5,9,15,750,0,5,4,0,0,Resolved,49
KL2024-02853,Public Works,PWD,Medium,Pathanamthitta,0,2024-12-27,4,11,66,232,0,10,17,1,1,Escalated,63
KL2024-02854,Public Works,PWD,Low,Ernakulam,1,2022-12-10,5,19,26,463,0,15,20,1,1,Closed,38
KL2024-02855,Sanitation,Municipality,Medium,Kasaragod,0,2023-04-01,5,11,72,672,0,10,14,1,1,Closed,43
KL2024-02856,Public Works,PWD,Medium,Kollam,0,2023-04-03,0,17,18,623,0,10,12,1,1,Closed,37
KL2024-02857,Public Works,PWD,Medium,Idukki,1,2022-02-22,1,16,71,319,0,10,12,1,1,Closed,58
KL2024-02858,Public Works,PWD,Medium,Thiruvananthapuram,0,2023-10-19,3,16,41,317,1,10,15,1,0,Resolved,57
KL2024-02859,Sanitation,Municipality,Low,Kottayam,0,2022-09-03,5,17,78,126,0,15,14,0,0,Resolved,38
KL2024-02860,Education,Education Department,High,Thrissur,0,2024-09-18,2,6,11,253,0,5,5,0,0,Resolved,33
KL2024-02861,Public Works,PWD,High,Malappuram,0,2023-04-29,5,9,9,138,0,5,8,1,1,Closed,47
KL2024-02862,Sanitation,Municipality,Medium,Ernakulam,1,2023-09-22,4,3,46,350,1,10,10,0,0,Resolved,54
KL2024-02863,Water Supply,Kerala Water Authority,Medium,Kollam,1,2023-11-01,2,11,30,159,0,10,7,0,0,Resolved,28
KL2024-02864,Sanitation,Municipality,Medium,Wayanad,0,2022-12-22,3,12,32,479,0,10,8,0,0,Resolved,27
KL2024-02865,Water Supply,Kerala Water Authority,Low,Wayanad,1,2024-12-10,1,4,35,486,0,15,12,0,0,Resolved,38
KL2024-02866,Water Supply,Kerala Water Authority,Low,Kasaragod,0,2023-10-12,3,2,7,685,0,15,13,0,0,Resolved,30
KL2024-02867,Revenue,Revenue Department,Medium,Kasaragod,0,2022-11-03,3,4,41,139,1,10,16,1,0,Resolved,61
KL2024-02868,Public Works,PWD,Critical,Pathanamthitta,1,2024-07-24,2,13,72,174,0,2,1,0,0,Resolved,70
KL2024-02869,Water Supply,Kerala Water Authority,Medium,Palakkad,0,2022-05-04,2,20,21,539,1,10,6,0,0,Resolved,23
KL2024-02870,Housing,Housing Board,Critical,Kottayam,1,2024-01-10,2,5,35,576,0,2,2,0,0,Resolved,63
KL2024-02871,Public Works,PWD,High,Ernakulam,1,2022-11-30,2,5,47,620,0,5,6,1,1,Closed,66
KL2024-02872,Social Security,Social Welfare,Medium,Ernakulam,1,2022-04-30,5,11,79,568,0,10,16,1,1,Closed,53
KL2024-02873,Water Supply,Kerala Water Authority,Critical,Palakkad,1,2024-06-24,0,9,43,221,0,2,2,0,0,Resolved,43
KL2024-02874,Healthcare,Health Department,Medium,Thrissur,0,2023-11-23,3,17,48,735,0,10,6,0,0,Resolved,25
KL2024-02875,Revenue,Revenue Department,Medium,Palakkad,1,2023-11-27,0,19,59,422,0,10,8,0,0,Resolved,39
KL2024-02876,Public Works,PWD,Medium,Kannur,1,2023-08-13,6,6,69,181,0,10,24,1,0,Resolved,70
KL2024-02877,Education,Education Department,Medium,Kollam,1,2024-05-26,6,11,8,189,0,10,5,0,0,Resolved,23
KL2024-02878,Housing,Housing Board,High,Thiruvananthapuram,0,2022-03-29,1,5,44,431,0,5,7,1,1,Closed,61
